"Date","Price","Open","High","Low","Vol.","Change %"
"09/09/2016","10,352.50","10,300.00","10,435.00","10,257.50","","0.53%"
"09/08/2016","10,297.50","10,225.00","10,370.00","10,165.00","","0.73%"
"09/07/2016","10,222.50","10,130.00","10,257.50","10,087.50","","1.06%"
"09/06/2016","10,115.00","10,040.00","10,222.50","10,022.50","","0.90%"
"09/05/2016","10,025.00","10,037.50","10,092.50","9,962.50","","-0.05%"
"09/02/2016","10,030.00","9,932.50","10,095.00","9,912.50","","1.03%"
"09/01/2016","9,927.50","9,780.00","9,952.50","9,772.50","","1.53%"
"08/31/2016","9,777.50","9,827.50","9,877.50","9,762.50","","-0.46%"
"08/30/2016","9,822.50","9,867.50","9,897.50","9,752.50","","-0.15%"
"08/26/2016","9,837.50","9,847.50","9,947.50","9,790.00","","-0.03%"
"08/25/2016","9,840.00","9,985.00","9,997.50","9,812.50","","-1.43%"
"08/24/2016","9,982.50","10,247.50","10,277.50","9,952.50","","-2.56%"
"08/23/2016","10,245.00","10,262.50","10,307.50","10,210.00","","-0.15%"
"08/22/2016","10,260.00","10,355.00","10,365.00","10,157.50","","-0.94%"
"08/19/2016","10,357.50","10,322.50","10,400.00","10,265.00","","0.39%"
"08/18/2016","10,317.50","10,247.50","10,427.50","10,247.50","","0.83%"
"08/17/2016","10,232.50","10,262.50","10,372.50","10,175.00","","-0.15%"
"08/16/2016","10,247.50","10,467.50","10,475.00","10,237.50","","-2.05%"
"08/15/2016","10,462.50","10,317.50","10,502.50","10,280.00","","1.65%"
"08/12/2016","10,292.50","10,725.00","10,775.00","10,287.50","","-4.05%"
"08/11/2016","10,727.50","10,797.50","10,820.00","10,705.00","","-0.90%"
"08/10/2016","10,825.00","10,772.50","11,022.50","10,687.50","","0.39%"
"08/09/2016","10,782.50","10,767.50","10,797.50","10,657.50","","-0.07%"
"08/08/2016","10,790.00","10,687.50","10,847.50","10,655.00","","0.79%"
"08/05/2016","10,705.00","10,577.50","10,707.50","10,515.00","","1.35%"
"08/04/2016","10,562.50","10,762.50","10,767.50","10,442.50","","-1.72%"
"08/03/2016","10,747.50","10,685.00","10,780.00","10,587.50","","0.26%"
"08/02/2016","10,720.00","10,687.50","10,847.50","10,585.00","","-0.09%"
"08/01/2016","10,730.00","10,642.50","10,797.50","10,620.00","","0.87%"
"07/29/2016","10,637.50","10,710.00","10,720.00","10,472.50","","-0.72%"
"07/28/2016","10,715.00","10,355.00","10,722.50","10,355.00","","3.63%"
"07/27/2016","10,340.00","10,355.00","10,472.50","10,260.00","","0.02%"
"07/26/2016","10,337.50","10,477.50","10,477.50","10,230.00","","-1.34%"
"07/25/2016","10,477.50","10,407.50","10,535.00","10,362.50","","0.92%"
"07/22/2016","10,382.50","10,722.50","10,722.50","10,377.50","","-3.17%"
"07/21/2016","10,722.50","10,557.50","10,895.00","10,532.50","","1.42%"
"07/20/2016","10,572.50","10,472.50","10,592.50","10,305.00","","1.03%"
"07/19/2016","10,465.00","10,575.00","10,657.50","10,335.00","","-1.16%"
"07/18/2016","10,587.50","10,225.00","10,587.50","10,137.50","","3.70%"
"07/15/2016","10,210.00","10,350.00","10,505.00","10,207.50","","-1.19%"
"07/14/2016","10,332.50","10,292.50","10,517.50","10,165.00","","0.51%"
"07/13/2016","10,280.00","10,450.00","10,665.00","10,220.00","","-1.53%"
"07/12/2016","10,440.00","10,035.00","10,515.00","10,020.00","","3.98%"
"07/11/2016","10,040.00","9,850.00","10,180.00","9,775.00","","1.88%"
"07/08/2016","9,855.00","9,705.00","9,925.00","9,525.00","","1.81%"
"07/07/2016","9,680.00","10,005.00","10,170.00","9,670.00","","-4.44%"
"07/06/2016","10,130.00","9,690.00","10,130.00","9,625.00","","4.76%"
"07/05/2016","9,670.00","9,975.00","10,310.00","9,640.00","","-3.30%"
"07/04/2016","10,000.00","9,915.00","10,400.00","9,860.00","","0.50%"
"07/01/2016","9,950.00","9,420.00","9,995.00","9,360.00","","5.68%"
"06/30/2016","9,415.00","9,435.00","9,545.00","9,275.00","","-0.32%"
"06/29/2016","9,445.00","9,335.00","9,445.00","9,205.00","","1.07%"
"06/28/2016","9,345.00","8,950.00","9,345.00","8,945.00","","4.53%"
"06/27/2016","8,940.00","8,960.00","9,125.00","8,910.00","","-0.50%"
"06/24/2016","8,985.00","9,185.00","9,185.00","8,790.00","","-2.34%"
"06/23/2016","9,200.00","9,185.00","9,230.00","9,125.00","","0.16%"
"06/22/2016","9,185.00","9,180.00","9,285.00","9,120.00","","0.11%"
"06/21/2016","9,175.00","9,230.00","9,310.00","9,080.00","","-0.49%"
"06/20/2016","9,220.00","9,060.00","9,275.00","9,040.00","","1.99%"
"06/17/2016","9,040.00","8,875.00","9,085.00","8,835.00","","1.92%"
"06/16/2016","8,870.00","9,010.00","9,010.00","8,800.00","","-1.11%"
"06/15/2016","8,970.00","8,850.00","9,145.00","8,840.00","","1.41%"
"06/14/2016","8,845.00","8,860.00","8,905.00","8,810.00","","-0.11%"
"06/13/2016","8,855.00","8,870.00","8,925.00","8,770.00","","-0.73%"
"06/10/2016","8,920.00","8,930.00","9,025.00","8,860.00","","-0.34%"
"06/09/2016","8,950.00","8,970.00","9,135.00","8,845.00","","-0.39%"
"06/08/2016","8,985.00","8,610.00","8,995.00","8,605.00","","4.23%"
"06/07/2016","8,620.00","8,670.00","8,695.00","8,545.00","","-0.40%"
"06/06/2016","8,655.00","8,535.00","8,725.00","8,515.00","","1.88%"
"06/03/2016","8,495.00","8,415.00","8,585.00","8,410.00","","1.01%"
"06/02/2016","8,410.00","8,450.00","8,480.00","8,380.00","","-0.24%"
"06/01/2016","8,430.00","8,425.00","8,480.00","8,330.00","","-0.12%"
"05/31/2016","8,440.00","8,395.00","8,555.00","8,395.00","","0.54%"
"05/27/2016","8,395.00","8,365.00","8,495.00","8,340.00","","0.54%"
"05/26/2016","8,350.00","8,370.00","8,460.00","8,340.00","","0.00%"
"05/25/2016","8,350.00","8,430.00","8,475.00","8,350.00","","-0.71%"
"05/24/2016","8,410.00","8,350.00","8,485.00","8,325.00","","0.72%"
"05/23/2016","8,350.00","8,475.00","8,510.00","8,325.00","","-1.47%"
"05/20/2016","8,475.00","8,545.00","8,625.00","8,470.00","","-0.94%"
"05/19/2016","8,555.00","8,620.00","8,635.00","8,455.00","","-1.04%"
"05/18/2016","8,645.00","8,750.00","8,785.00","8,575.00","","-1.20%"
"05/17/2016","8,750.00","8,720.00","8,795.00","8,630.00","","0.57%"
"05/16/2016","8,700.00","8,635.00","8,775.00","8,560.00","","0.69%"
"05/13/2016","8,640.00","8,615.00","8,700.00","8,565.00","","0.29%"
"05/12/2016","8,615.00","8,830.00","8,940.00","8,615.00","","-2.43%"
"05/11/2016","8,830.00","8,680.00","8,905.00","8,680.00","","1.55%"
"05/10/2016","8,695.00","8,630.00","8,770.00","8,620.00","","0.69%"
"05/09/2016","8,635.00","8,990.00","9,025.00","8,615.00","","-4.37%"
"05/06/2016","9,030.00","8,950.00","9,125.00","8,930.00","","1.12%"
"05/05/2016","8,930.00","9,410.00","9,465.00","8,920.00","","-4.95%"
"05/04/2016","9,395.00","9,460.00","9,520.00","9,375.00","","-0.90%"
"05/03/2016","9,480.00","9,425.00","9,690.00","9,305.00","","0.53%"
"04/29/2016","9,430.00","9,260.00","9,535.00","9,210.00","","1.89%"
"04/28/2016","9,255.00","9,170.00","9,290.00","9,120.00","","0.60%"
"04/27/2016","9,200.00","9,190.00","9,280.00","9,085.00","","0.16%"
"04/26/2016","9,185.00","9,075.00","9,255.00","8,980.00","","1.05%"
"04/25/2016","9,090.00","9,040.00","9,165.00","9,000.00","","0.83%"
"04/22/2016","9,015.00","9,075.00","9,355.00","8,980.00","","-0.44%"
"04/21/2016","9,055.00","9,270.00","9,575.00","8,855.00","","-2.32%"
"04/20/2016","9,270.00","9,195.00","9,345.00","9,075.00","","0.65%"
"04/19/2016","9,210.00","9,110.00","9,265.00","8,875.00","","1.15%"
"04/18/2016","9,105.00","8,865.00","9,125.00","8,805.00","","1.96%"
"04/15/2016","8,930.00","8,975.00","8,980.00","8,810.00","","-0.72%"
"04/14/2016","8,995.00","8,945.00","8,995.00","8,855.00","","0.50%"
"04/13/2016","8,950.00","8,830.00","8,995.00","8,800.00","","0.96%"
"04/12/2016","8,865.00","8,500.00","8,885.00","8,500.00","","3.87%"
"04/11/2016","8,535.00","8,525.00","8,645.00","8,515.00","","0.00%"
"04/08/2016","8,535.00","8,390.00","8,615.00","8,365.00","","1.91%"
"04/07/2016","8,375.00","8,555.00","8,580.00","8,360.00","","-2.05%"
"04/06/2016","8,550.00","8,465.00","8,585.00","8,430.00","","0.65%"
"04/05/2016","8,495.00","8,370.00","8,495.00","8,305.00","","1.31%"
"04/04/2016","8,385.00","8,330.00","8,395.00","8,240.00","","0.96%"
"04/01/2016","8,305.00","8,470.00","8,490.00","8,300.00","","-2.24%"
"03/31/2016","8,495.00","8,435.00","8,495.00","8,335.00","","0.65%"
"03/30/2016","8,440.00","8,465.00","8,575.00","8,440.00","","-0.82%"
"03/29/2016","8,510.00","8,650.00","8,710.00","8,430.00","","-1.68%"
"03/24/2016","8,655.00","8,650.00","8,715.00","8,605.00","","-0.06%"
"03/23/2016","8,660.00","8,785.00","8,840.00","8,610.00","","-1.81%"
"03/22/2016","8,820.00","8,750.00","8,840.00","8,620.00","","0.80%"
"03/21/2016","8,750.00","8,615.00","8,820.00","8,555.00","","1.16%"
"03/18/2016","8,650.00","8,850.00","8,995.00","8,605.00","","-2.54%"
"03/17/2016","8,875.00","8,655.00","8,895.00","8,630.00","","2.60%"
"03/16/2016","8,650.00","8,600.00","8,685.00","8,465.00","","0.93%"
"03/15/2016","8,570.00","8,645.00","8,695.00","8,485.00","","-0.92%"
"03/14/2016","8,650.00","8,780.00","8,920.00","8,550.00","","-1.37%"
"03/11/2016","8,770.00","8,770.00","8,880.00","8,750.00","","0.17%"
"03/10/2016","8,755.00","8,855.00","8,920.00","8,710.00","","-0.91%"
"03/09/2016","8,835.00","8,655.00","8,895.00","8,635.00","","2.79%"
"03/08/2016","8,595.00","9,305.00","9,330.00","8,545.00","","-8.07%"
"03/07/2016","9,350.00","9,320.00","9,475.00","9,185.00","","0.32%"
"03/04/2016","9,320.00","8,970.00","9,340.00","8,925.00","","3.73%"
"03/03/2016","8,985.00","8,725.00","8,990.00","8,650.00","","3.22%"
"03/02/2016","8,705.00","8,635.00","8,885.00","8,605.00","","0.40%"
"03/01/2016","8,670.00","8,475.00","8,685.00","8,430.00","","1.94%"
"02/29/2016","8,505.00","8,465.00","8,530.00","8,395.00","","0.35%"
"02/26/2016","8,475.00","8,395.00","8,580.00","8,380.00","","1.62%"
"02/25/2016","8,340.00","8,615.00","8,655.00","8,315.00","","-3.70%"
"02/24/2016","8,660.00","8,620.00","8,665.00","8,470.00","","0.17%"
"02/23/2016","8,645.00","8,710.00","8,760.00","8,580.00","","-0.86%"
"02/22/2016","8,720.00","8,550.00","8,775.00","8,525.00","","1.99%"
"02/19/2016","8,550.00","8,330.00","8,635.00","8,300.00","","2.33%"
"02/18/2016","8,355.00","8,380.00","8,390.00","8,285.00","","-0.71%"
"02/17/2016","8,415.00","8,325.00","8,475.00","8,225.00","","0.96%"
"02/16/2016","8,335.00","8,260.00","8,345.00","8,220.00","","1.28%"
"02/15/2016","8,230.00","7,985.00","8,270.00","7,985.00","","6.13%"
"02/12/2016","7,755.00","7,655.00","7,820.00","7,625.00","","2.17%"
"02/11/2016","7,590.00","7,910.00","7,935.00","7,550.00","","-3.92%"
"02/10/2016","7,900.00","8,065.00","8,135.00","7,880.00","","-1.99%"
"02/09/2016","8,060.00","8,175.00","8,305.00","8,055.00","","-1.47%"
"02/08/2016","8,180.00","8,010.00","8,285.00","8,000.00","","0.80%"
"02/05/2016","8,115.00","8,525.00","8,540.00","8,110.00","","-4.92%"
"02/04/2016","8,535.00","8,505.00","8,640.00","8,470.00","","0.29%"
"02/03/2016","8,510.00","8,385.00","8,540.00","8,365.00","","1.67%"
"02/02/2016","8,370.00","8,485.00","8,590.00","8,360.00","","-1.18%"
"02/01/2016","8,470.00","8,625.00","8,635.00","8,430.00","","-1.51%"
"01/29/2016","8,600.00","8,595.00","8,680.00","8,530.00","","0.29%"
"01/28/2016","8,575.00","8,685.00","8,690.00","8,565.00","","-1.15%"
"01/27/2016","8,675.00","8,655.00","8,760.00","8,640.00","","-0.12%"
"01/26/2016","8,685.00","8,540.00","8,695.00","8,465.00","","2.00%"
"01/25/2016","8,515.00","8,690.00","8,690.00","8,500.00","","-1.39%"
"01/22/2016","8,635.00","8,720.00","8,870.00","8,615.00","","-0.75%"
"01/21/2016","8,700.00","8,570.00","8,770.00","8,485.00","","1.87%"
"01/20/2016","8,540.00","8,600.00","8,650.00","8,490.00","","-0.41%"
"01/19/2016","8,575.00","8,550.00","8,745.00","8,500.00","","0.23%"
"01/18/2016","8,555.00","8,435.00","8,640.00","8,430.00","","1.85%"
"01/15/2016","8,400.00","8,605.00","8,625.00","8,360.00","","-2.44%"
"01/14/2016","8,610.00","8,280.00","8,630.00","8,240.00","","4.36%"
"01/13/2016","8,250.00","8,195.00","8,355.00","8,175.00","","1.48%"
"01/12/2016","8,130.00","8,230.00","8,290.00","8,100.00","","-0.67%"
"01/11/2016","8,185.00","8,460.00","8,475.00","8,180.00","","-3.65%"
"01/08/2016","8,495.00","8,400.00","8,565.00","8,335.00","","1.43%"
"01/07/2016","8,375.00","8,575.00","8,590.00","8,215.00","","-2.95%"
"01/06/2016","8,630.00","8,535.00","8,645.00","8,460.00","","1.41%"
"01/05/2016","8,510.00","8,530.00","8,645.00","8,470.00","","0.06%"
"01/04/2016","8,505.00","8,800.00","8,800.00","8,460.00","","-3.52%"
"12/31/2015","8,815.00","8,675.00","8,850.00","8,675.00","","1.61%"
"12/30/2015","8,675.00","8,705.00","8,770.00","8,590.00","","-0.34%"
"12/29/2015","8,705.00","8,555.00","8,755.00","8,435.00","","1.16%"
"12/24/2015","8,605.00","8,670.00","8,730.00","8,560.00","","-0.58%"
"12/23/2015","8,655.00","8,675.00","8,730.00","8,595.00","","0.17%"
"12/22/2015","8,640.00","8,865.00","8,890.00","8,640.00","","-2.37%"
"12/21/2015","8,850.00","8,790.00","8,925.00","8,685.00","","1.14%"
"12/18/2015","8,750.00","8,655.00","8,825.00","8,650.00","","0.69%"
"12/17/2015","8,690.00","8,780.00","8,825.00","8,595.00","","-1.42%"
"12/16/2015","8,815.00","8,600.00","8,890.00","8,580.00","","3.10%"
"12/15/2015","8,550.00","8,785.00","8,830.00","8,525.00","","-2.56%"
"12/14/2015","8,775.00","8,650.00","8,825.00","8,600.00","","1.04%"
"12/11/2015","8,685.00","8,535.00","8,780.00","8,535.00","","1.76%"
"12/10/2015","8,535.00","8,655.00","8,720.00","8,525.00","","-1.33%"
"12/09/2015","8,650.00","8,645.00","8,835.00","8,645.00","","0.06%"
"12/08/2015","8,645.00","8,790.00","8,790.00","8,530.00","","-1.37%"
"12/07/2015","8,765.00","8,965.00","9,125.00","8,745.00","","-2.01%"
"12/04/2015","8,945.00","8,825.00","9,135.00","8,750.00","","1.65%"
"12/03/2015","8,800.00","8,970.00","8,985.00","8,660.00","","-1.01%"
"12/02/2015","8,890.00","8,960.00","9,105.00","8,865.00","","-0.78%"
"12/01/2015","8,960.00","8,900.00","9,020.00","8,775.00","","1.19%"
"11/30/2015","8,855.00","8,765.00","8,940.00","8,685.00","","0.97%"
"11/27/2015","8,770.00","9,135.00","9,235.00","8,680.00","","-3.73%"
"11/26/2015","9,110.00","8,900.00","9,325.00","8,900.00","","2.36%"
"11/25/2015","8,900.00","8,780.00","9,000.00","8,630.00","","1.25%"
"11/24/2015","8,790.00","8,240.00","8,880.00","8,145.00","","7.13%"
"11/23/2015","8,205.00","8,670.00","8,675.00","8,175.00","","-5.20%"
"11/20/2015","8,655.00","8,930.00","9,030.00","8,645.00","","-3.19%"
"11/19/2015","8,940.00","9,005.00","9,060.00","8,870.00","","-0.50%"
"11/18/2015","8,985.00","9,095.00","9,185.00","8,960.00","","-1.10%"
"11/17/2015","9,085.00","9,310.00","9,355.00","9,075.00","","-2.15%"
"11/16/2015","9,285.00","9,430.00","9,490.00","9,265.00","","-1.43%"
"11/13/2015","9,420.00","9,380.00","9,510.00","9,335.00","","0.48%"
"11/12/2015","9,375.00","9,625.00","9,665.00","9,360.00","","-2.70%"
"11/11/2015","9,635.00","9,505.00","9,670.00","9,435.00","","1.37%"
"11/10/2015","9,505.00","9,525.00","9,630.00","9,420.00","","-0.26%"
"11/09/2015","9,530.00","9,650.00","9,740.00","9,530.00","","-0.99%"
"11/06/2015","9,625.00","9,735.00","9,825.00","9,620.00","","-1.08%"
"11/05/2015","9,730.00","9,870.00","9,950.00","9,660.00","","-1.52%"
"11/04/2015","9,880.00","9,955.00","10,075.00","9,840.00","","-0.80%"
"11/03/2015","9,960.00","10,095.00","10,165.00","9,900.00","","-1.48%"
"11/02/2015","10,110.00","10,040.00","10,165.00","10,020.00","","0.85%"
"10/30/2015","10,025.00","10,335.00","10,360.00","10,020.00","","-2.81%"
"10/29/2015","10,315.00","10,500.00","10,515.00","10,300.00","","-1.62%"
"10/28/2015","10,485.00","10,565.00","10,605.00","10,400.00","","-0.76%"
"10/27/2015","10,565.00","10,440.00","10,580.00","10,395.00","","0.96%"
"10/26/2015","10,465.00","10,530.00","10,575.00","10,395.00","","-0.29%"
"10/23/2015","10,495.00","10,365.00","10,665.00","10,360.00","","1.21%"
"10/22/2015","10,370.00","10,320.00","10,485.00","10,320.00","","-0.10%"
"10/21/2015","10,380.00","10,380.00","10,410.00","10,240.00","","-0.19%"
"10/20/2015","10,400.00","10,340.00","10,435.00","10,280.00","","0.58%"
"10/19/2015","10,340.00","10,550.00","10,590.00","10,315.00","","-2.04%"
"10/16/2015","10,555.00","10,560.00","10,640.00","10,515.00","","0.09%"
"10/15/2015","10,545.00","10,455.00","10,670.00","10,450.00","","0.72%"
"10/14/2015","10,470.00","10,395.00","10,500.00","10,375.00","","0.48%"
"10/13/2015","10,420.00","10,460.00","10,605.00","10,405.00","","-0.95%"
"10/12/2015","10,520.00","10,550.00","10,740.00","10,465.00","","-0.66%"
"10/09/2015","10,590.00","10,130.00","10,780.00","10,130.00","","4.13%"
"10/08/2015","10,170.00","10,160.00","10,190.00","10,070.00","","0.10%"
"10/07/2015","10,160.00","9,910.00","10,295.00","9,905.00","","2.52%"
"10/06/2015","9,910.00","9,880.00","10,015.00","9,835.00","","0.30%"
"10/05/2015","9,880.00","10,010.00","10,230.00","9,860.00","","-1.74%"
"10/02/2015","10,055.00","10,070.00","10,185.00","9,880.00","","-0.15%"
"10/01/2015","10,070.00","10,300.00","10,580.00","10,035.00","","-2.47%"
"09/30/2015","10,325.00","9,870.00","10,375.00","9,830.00","","4.61%"
"09/29/2015","9,870.00","9,780.00","9,905.00","9,685.00","","0.87%"
"09/28/2015","9,785.00","9,885.00","10,025.00","9,770.00","","-1.21%"
"09/25/2015","9,905.00","9,865.00","9,960.00","9,820.00","","-0.05%"
"09/24/2015","9,910.00","9,750.00","9,920.00","9,720.00","","1.64%"
"09/23/2015","9,750.00","9,630.00","9,865.00","9,605.00","","1.25%"
"09/22/2015","9,630.00","9,775.00","9,875.00","9,605.00","","-2.03%"
"09/21/2015","9,830.00","9,705.00","9,935.00","9,705.00","","1.34%"
"09/18/2015","9,700.00","9,980.00","10,035.00","9,700.00","","-2.22%"
"09/17/2015","9,920.00","10,050.00","10,185.00","9,920.00","","-1.29%"
"09/16/2015","10,050.00","10,045.00","10,280.00","9,945.00","","0.05%"
"09/15/2015","10,045.00","9,875.00","10,070.00","7,800.05","","1.72%"
"09/14/2015","9,875.00","10,230.00","10,325.00","9,870.00","","-4.03%"
"09/11/2015","10,290.00","10,360.00","10,395.00","10,215.00","","-0.91%"
"09/10/2015","10,385.00","9,960.00","10,470.00","9,945.00","","3.95%"
"09/09/2015","9,990.00","9,965.00","10,135.00","9,950.00","","0.20%"
"09/08/2015","9,970.00","9,700.00","10,045.00","9,635.00","","2.78%"
"09/07/2015","9,700.00","9,890.00","9,935.00","9,700.00","","-1.62%"
"09/04/2015","9,860.00","9,920.00","9,950.00","9,710.00","","-0.60%"
"09/03/2015","9,920.00","9,870.00","10,135.00","9,840.00","","0.76%"
"09/02/2015","9,845.00","9,740.00","9,930.00","9,715.00","","1.08%"
"09/01/2015","9,740.00","9,845.00","9,935.00","9,730.00","","-3.04%"
"08/28/2015","10,045.00","10,015.00","10,200.00","9,805.00","","0.35%"
"08/27/2015","10,010.00","9,555.00","10,080.00","9,500.00","","5.15%"
"08/26/2015","9,520.00","9,565.00","9,650.00","9,350.00","","-0.47%"
"08/25/2015","9,565.00","9,500.00","9,730.00","9,305.00","","0.47%"
"08/24/2015","9,520.00","10,125.00","10,125.00","9,215.00","","-6.53%"
"08/21/2015","10,185.00","10,325.00","10,370.00","10,065.00","","-1.36%"
"08/20/2015","10,325.00","10,420.00","10,525.00","10,290.00","","-0.72%"
"08/19/2015","10,400.00","10,350.00","10,475.00","10,325.00","","0.48%"
"08/18/2015","10,350.00","10,590.00","10,615.00","10,300.00","","-2.27%"
"08/17/2015","10,590.00","10,605.00","10,685.00","10,535.00","","-0.28%"
"08/14/2015","10,620.00","10,420.00","10,630.00","10,420.00","","1.87%"
"08/13/2015","10,425.00","10,595.00","10,705.00","10,405.00","","-1.60%"
"08/12/2015","10,595.00","10,725.00","10,730.00","9,900.00","","-0.98%"
"08/11/2015","10,700.00","11,160.00","11,270.00","10,665.00","","-4.21%"
"08/10/2015","11,170.00","10,765.00","11,215.00","10,765.00","","3.43%"
"08/07/2015","10,800.00","10,840.00","10,965.00","10,750.00","","-0.37%"
"08/06/2015","10,840.00","10,820.00","10,975.00","10,800.00","","0.18%"
"08/05/2015","10,820.00","10,830.00","10,975.00","10,775.00","","-0.09%"
"08/04/2015","10,830.00","10,745.00","10,960.00","10,705.00","","0.79%"
"08/03/2015","10,745.00","11,010.00","11,035.00","10,655.00","","-2.80%"
"07/31/2015","11,055.00","10,990.00","11,145.00","10,875.00","","0.45%"
"07/30/2015","11,005.00","11,230.00","11,350.00","10,955.00","","-2.00%"
"07/29/2015","11,230.00","11,260.00","11,400.00","11,130.00","","-0.27%"
"07/28/2015","11,260.00","10,930.00","11,340.00","10,930.00","","2.55%"
"07/27/2015","10,980.00","11,365.00","11,390.00","10,905.00","","-2.96%"
"07/24/2015","11,315.00","11,350.00","11,405.00","11,180.00","","-0.79%"
"07/23/2015","11,405.00","11,450.00","11,480.00","11,305.00","","-0.39%"
"07/22/2015","11,450.00","11,625.00","11,720.00","11,430.00","","-1.55%"
"07/21/2015","11,630.00","11,700.00","11,970.00","11,605.00","","-0.43%"
"07/20/2015","11,680.00","11,440.00","11,725.00","11,395.00","","2.23%"
"07/17/2015","11,425.00","11,530.00","11,590.00","11,405.00","","-1.25%"
"07/16/2015","11,570.00","11,460.00","11,675.00","11,340.00","","0.96%"
"07/15/2015","11,460.00","11,550.00","11,870.00","11,450.00","","-0.82%"
"07/14/2015","11,555.00","11,575.00","11,640.00","11,390.00","","-0.17%"
"07/13/2015","11,575.00","11,180.00","11,680.00","10,855.00","","3.39%"
"07/10/2015","11,195.00","11,410.00","11,655.00","11,165.00","","-2.18%"
"07/09/2015","11,445.00","10,855.00","11,525.00","10,765.00","","5.39%"
"07/08/2015","10,860.00","10,755.00","11,075.00","10,420.00","","0.98%"
"07/07/2015","10,755.00","11,630.00","11,775.00","10,430.00","","-7.52%"
"07/06/2015","11,630.00","11,910.00","11,910.00","11,510.00","","-2.51%"
"07/03/2015","11,930.00","12,180.00","12,205.00","11,930.00","","-2.05%"
"07/02/2015","12,180.00","11,990.00","12,235.00","11,935.00","","1.58%"
"07/01/2015","11,990.00","11,960.00","12,115.00","11,835.00","","-0.04%"
"06/30/2015","11,995.00","11,760.00","12,115.00","10,780.00","","2.00%"
"06/29/2015","11,760.00","12,440.00","12,525.00","11,730.00","","-5.24%"
"06/26/2015","12,410.00","12,700.00","12,760.00","12,400.00","","-2.36%"
"06/25/2015","12,710.00","12,720.00","12,820.00","12,575.00","","-0.24%"
"06/24/2015","12,740.00","12,820.00","12,960.00","12,715.00","","-0.62%"
"06/23/2015","12,820.00","12,450.00","12,900.00","12,450.00","","2.81%"
"06/22/2015","12,470.00","12,605.00","12,730.00","12,430.00","","-1.38%"
"06/19/2015","12,645.00","12,720.00","12,770.00","12,580.00","","-0.55%"
"06/18/2015","12,715.00","12,780.00","12,935.00","12,665.00","","-0.51%"
"06/17/2015","12,780.00","12,660.00","12,910.00","12,655.00","","0.71%"
"06/16/2015","12,690.00","12,930.00","12,975.00","12,675.00","","-1.93%"
"06/15/2015","12,940.00","13,080.00","13,130.00","12,780.00","","-1.30%"
"06/12/2015","13,110.00","13,260.00","13,315.00","12,925.00","","-1.54%"
"06/11/2015","13,315.00","13,475.00","13,560.00","13,240.00","","-1.63%"
"06/10/2015","13,535.00","13,370.00","13,665.00","13,350.00","","1.31%"
"06/09/2015","13,360.00","13,360.00","13,615.00","13,350.00","","-0.07%"
"06/08/2015","13,370.00","13,080.00","13,435.00","13,060.00","","2.18%"
"06/05/2015","13,085.00","12,910.00","13,160.00","12,835.00","","1.20%"
"06/04/2015","12,930.00","12,930.00","12,980.00","12,760.00","","0.00%"
"06/03/2015","12,930.00","13,000.00","13,060.00","12,895.00","","-0.54%"
"06/02/2015","13,000.00","12,910.00","13,115.00","12,825.00","","0.27%"
"06/01/2015","12,965.00","12,580.00","13,025.00","12,505.00","","3.06%"
"05/29/2015","12,580.00","12,775.00","12,835.00","12,555.00","","-1.53%"
"05/28/2015","12,775.00","12,860.00","13,020.00","12,755.00","","-0.66%"
"05/27/2015","12,860.00","12,740.00","12,905.00","12,650.00","","1.14%"
"05/26/2015","12,715.00","12,825.00","13,005.00","12,600.00","","-0.20%"
"05/22/2015","12,740.00","13,030.00","13,110.00","12,680.00","","-2.23%"
"05/21/2015","13,030.00","12,980.00","13,280.00","12,925.00","","-0.34%"
"05/20/2015","13,075.00","12,950.00","13,095.00","12,780.00","","0.97%"
"05/19/2015","12,950.00","13,710.00","13,740.00","12,920.00","","-5.54%"
"05/18/2015","13,710.00","13,775.00","13,940.00","13,710.00","","-0.90%"
"05/15/2015","13,835.00","13,770.00","14,025.00","13,675.00","","0.18%"
"05/14/2015","13,810.00","13,985.00","14,035.00","13,765.00","","-1.29%"
"05/13/2015","13,990.00","14,290.00","14,345.00","13,970.00","","-2.10%"
"05/12/2015","14,290.00","14,280.00","14,330.00","14,025.00","","0.39%"
"05/11/2015","14,235.00","14,310.00","14,515.00","14,205.00","","-0.52%"
"05/08/2015","14,310.00","14,125.00","14,380.00","14,050.00","","1.31%"
"05/07/2015","14,125.00","13,960.00","14,195.00","13,740.00","","1.18%"
"05/06/2015","13,960.00","14,250.00","14,580.00","13,865.00","","-2.00%"
"05/05/2015","14,245.00","13,810.00","14,340.00","13,680.00","","3.60%"
"05/01/2015","13,750.00","13,910.00","13,960.00","13,730.00","","-1.15%"
"04/30/2015","13,910.00","13,455.00","13,950.00","13,420.00","","3.38%"
"04/29/2015","13,455.00","13,405.00","13,505.00","13,210.00","","0.37%"
"04/28/2015","13,405.00","13,440.00","13,530.00","13,270.00","","-0.19%"
"04/27/2015","13,430.00","13,225.00","13,675.00","13,225.00","","1.36%"
"04/24/2015","13,250.00","12,710.00","13,310.00","12,690.00","","4.21%"
"04/23/2015","12,715.00","12,660.00","12,790.00","12,530.00","","0.47%"
"04/22/2015","12,655.00","12,680.00","12,770.00","12,625.00","","-0.20%"
"04/21/2015","12,680.00","12,765.00","12,915.00","12,630.00","","-0.70%"
